Date,Close,High,Low,Total Market Value,Dividend Market Value
2014-05-21,4131.54,4133.61,4103.61,6221228746166.0,262945374.0
2014-05-20,4096.89,4124.86,4080.61,6167085037861.0,294461220.0
2014-05-19,4125.82,4128.47,4075.7,6210165876384.0,115421957.0
2014-05-16,4090.59,4091.16,4044.27,6156267722953.0,73520087.0
2014-05-15,4069.29,4098.25,4035.96,6124060442037.0,417754383.0
2014-05-14,4100.63,4132.33,4093.83,6170203867347.0,315507917.0
2014-05-13,4130.17,4155.13,4128.01,6215208785486.0,3057333391.0
2014-05-12,4143.86,4146.54,4092.09,6235776376056.0,242051825.0
2014-05-09,4071.87,4071.87,4025.24,6127258945944.0,99031093.0
2014-05-08,4051.5,4109.2,4039.91,6095723616831.0,3244008229.0
2014-05-07,4067.67,4091.03,4021.05,6119868724065.0,132337782.0
2014-05-06,4080.76,4132.46,4080.76,6133252084256.0,361832331.0
2014-05-05,4138.06,4138.34,4086.35,6219365344092.0,1166759710.0
2014-05-02,4123.9,4145.06,4115.89,6200642445318.0,68644493.0
2014-05-01,4127.45,4149.56,4105.61,6205972374492.0,261450609.0
2014-04-30,4114.56,4116.14,4070.62,6188882981992.0,127332408.0
2014-04-29,4103.54,4111.45,4070.24,6168677264787.0,206369481.0
2014-04-28,4074.4,4111.59,4014.17,6125238224240.0,364867748.0
2014-04-25,4075.56,4126.98,4068.1,6126661353267.0,76179817.0
2014-04-24,4148.34,4177.16,4107.52,6236050263379.0,11039875.0
2014-04-23,4126.97,4161.44,4125.41,6203991509055.0,85096918.0
2014-04-22,4161.46,4170.72,4131.61,6255463705322.0,0.0
2014-04-21,4121.55,4121.55,4081.91,6197516968746.0,3093362.0
2014-04-17,4095.52,4110.46,4064.7,6153938051600.0,23299826.0
2014-04-16,4086.23,4086.28,4038.81,6138881867990.0,21386425.0
2014-04-15,4034.16,4054.8,3946.03,6059711144159.0,51843583.0
2014-04-14,4022.69,4050.79,3986.5,6041544649926.0,102579668.0
2014-04-11,3999.73,4067.22,3991.63,6006717329472.0,27195540.0
2014-04-10,4054.11,4182.61,4042.76,6087697569122.0,4074983.0
2014-04-09,4183.9,4185.19,4121.17,6281584158129.0,514811752.0
2014-04-08,4112.99,4120.24,4066.11,6174602093883.0,111318182.0
2014-04-07,4079.75,4133.68,4052.14,6122756746495.0,9112822.0
2014-04-04,4127.73,4267.06,4118.71,6194365274028.0,79668137.0
2014-04-03,4237.74,4284.68,4216.57,6359172514444.0,36959968.0
2014-04-02,4276.46,4286.09,4258.86,6416929490629.0,93639179.0
2014-04-01,4268.04,4268.2,4218.77,6401391356132.0,1032182136.0
2014-03-31,4198.99,4212.97,4180.54,6298219173703.0,587063892.0
2014-03-28,4155.76,4203.49,4144.69,6232551524163.0,95952687.0
2014-03-27,4151.23,4186.13,4131.81,6225446346726.0,950210812.0
2014-03-26,4173.58,4263.07,4173.58,6258990019514.0,187103056.0
2014-03-25,4234.27,4274.32,4203.64,6350060507401.0,25777620.0
2014-03-24,4226.39,4289.49,4190.61,6338204916243.0,16363768.0
2014-03-21,4276.79,4344.39,4268.34,6409439129253.0,1508083.0
2014-03-20,4319.29,4329.61,4287.41,6472257761907.0,24189687.0
2014-03-19,4307.6,4334.3,4283.54,6454634324904.0,27039074.0
2014-03-18,4333.31,4334.66,4284.11,6492991064360.0,78331009.0
2014-03-17,4279.95,4301.28,4273.01,6412911548730.0,259375318.0
2014-03-14,4245.4,4272.34,4241.94,6362289948632.0,59425868.0
2014-03-13,4260.42,4339.9,4242.94,6380271873147.0,140422352.0
2014-03-12,4323.33,4323.33,4270.22,6474118676765.0,679521746.0
2014-03-11,4307.19,4354.43,4295.47,6449491158836.0,230156511.0
2014-03-10,4334.45,4339.93,4307.84,6489875759233.0,351655363.0
2014-03-07,4336.22,4371.39,4319.15,6497525074806.0,5384660.0
2014-03-06,4352.13,4371.71,4341.0,6521351616716.0,441810326.0
2014-03-05,4357.97,4362.5,4344.15,6520352608810.0,510782195.0
2014-03-04,4351.97,4357.21,4327.54,6511377547760.0,23401445.0
2014-03-03,4277.3,4284.15,4239.65,6408958936056.0,684172069.0
2014-02-28,4308.12,4342.59,4275.61,6454641675281.0,22897698.0
2014-02-27,4318.93,4322.46,4284.78,6471863442424.0,229650818.0
2014-02-26,4292.06,4316.82,4278.54,6431468809131.0,333095177.0
2014-02-25,4287.59,4307.51,4275.8,6415776538283.0,80804114.0
2014-02-24,4292.97,4311.12,4272.11,6424221537555.0,147025628.0
2014-02-21,4263.41,4284.85,4261.63,6397235808955.0,38463029.0
2014-02-20,4267.55,4272.34,4226.75,6402267252779.0,176916538.0
2014-02-19,4237.95,4274.29,4232.38,6358289358503.0,88460770.0
2014-02-18,4272.78,4277.33,4243.56,6410466638687.0,2673633779.0
2014-02-14,4244.03,4250.91,4225.75,6366661218653.0,155546367.0
2014-02-13,4240.67,4240.67,4170.47,6361319901634.0,135695369.0
2014-02-12,4201.29,4212.61,4190.39,6300756734493.0,500978901.0
2014-02-11,4191.04,4198.51,4153.1,6285077031088.0,645835699.0
2014-02-10,4148.17,4148.3,4122.61,6220705849874.0,89405981.0
2014-02-07,4125.86,4126.51,4069.93,6187094441765.0,20237540.0
2014-02-06,4057.12,4064.06,4022.17,6084403113362.0,3152913352.0
2014-02-05,4011.55,4026.28,3968.19,6014933904962.0,1338062743.0
2014-02-04,4031.52,4044.2,4004.58,6045250346297.0,345148688.0
2014-02-03,3996.96,4113.55,3989.95,6006683650871.0,11573271.0
2014-01-31,4103.88,4124.92,4067.61,6165879488222.0,118077305.0
2014-01-30,4123.13,4135.84,4094.17,6193899222135.0,315004542.0
2014-01-29,4051.43,4091.27,4044.76,6086162334703.0,529914518.0
2014-01-28,4097.96,4099.81,4067.69,6155197319644.0,56738044.0
2014-01-27,4083.61,4136.46,4052.63,6133629370470.0,9840920.0
2014-01-24,4128.17,4197.93,4128.17,6203786951958.0,2181814.0
2014-01-23,4218.87,4224.44,4192.28,6337063508475.0,2046845.0
2014-01-22,4243.0,4246.55,4225.52,6373298107638.0,62635012.0
2014-01-21,4225.76,4227.93,4193.17,6346335284246.0,0.0
2014-01-17,4197.58,4217.24,4187.31,6304163759982.0,1978219.0
2014-01-16,4218.69,4219.28,4204.15,6334983710525.0,14681597.0
2014-01-15,4214.88,4218.79,4195.98,6330093532449.0,156219543.0
2014-01-14,4183.02,4183.84,4125.81,6281635628299.0,687596.0
2014-01-13,4113.3,4179.47,4097.99,6176929619354.0,24172419.0
2014-01-10,4174.66,4174.68,4142.21,6268660483845.0,3128541.0
2014-01-09,4156.19,4182.74,4142.7,6241056071458.0,105506440.0
2014-01-08,4165.61,4171.75,4145.0,6253046007601.0,85665228.0
2014-01-07,4153.18,4158.18,4126.48,6232504878921.0,53974380.0
2014-01-06,4113.68,4139.78,4103.75,6173335740532.0,24970278.0
2014-01-03,4131.91,4152.96,4124.96,6200677307232.0,36798655.0
2014-01-02,4143.07,4160.96,4131.79,6219518431485.0,945101481.0
